time_min,temp_C,OD600,strain,induction,well,media,pos_selection,neg_selection,operator,repressor,volume_marker,date,run_number
24.3,37.0,0.043,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
49.3,37.1,0.044000000000000004,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
74.3,37.1,0.045,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
99.3,37.0,0.047,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
124.3,37.0,0.05,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
149.3,37.0,0.053,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
174.3,37.0,0.055999999999999994,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
199.3,37.1,0.06,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
224.3,37.1,0.065,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
249.3,37.1,0.071,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
274.3,37.0,0.077,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
299.3,37.0,0.084,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
324.3,37.0,0.09300000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
349.3,37.1,0.102,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
374.3,37.0,0.113,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
399.3,37.1,0.127,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
424.3,37.0,0.142,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
449.3,37.0,0.161,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
474.3,37.0,0.183,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
499.3,37.1,0.209,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
524.3,37.0,0.24,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
549.3,37.0,0.276,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
574.3,37.0,0.315,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
599.3,37.0,0.35600000000000004,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
624.3,37.0,0.397,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
649.3,37.0,0.436,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
674.3,37.1,0.474,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
699.3,37.0,0.51,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
724.3,37.0,0.546,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
749.3,37.0,0.579,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
774.3,37.0,0.61,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
799.3,37.0,0.64,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
824.3,37.1,0.67,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
849.3,37.0,0.6920000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
874.3,36.9,0.7140000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
899.3,37.0,0.736,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
924.3,37.0,0.7490000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
949.3,37.0,0.7659999999999999,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
974.3,37.0,0.778,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
999.3,37.0,0.79,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1024.3,37.1,0.8,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1049.3,37.0,0.807,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1074.3,37.0,0.816,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1099.3,37.0,0.8220000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1124.3,37.0,0.8290000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1149.3,37.1,0.833,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1174.3,37.0,0.838,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1199.3,37.0,0.84,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1224.3,37.0,0.843,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1249.3,37.1,0.845,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1274.3,37.0,0.8440000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1299.3,37.1,0.843,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1324.3,37.1,0.843,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1349.3,37.1,0.8440000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1374.3,37.0,0.843,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1399.3,37.0,0.843,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1424.3,37.1,0.843,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1449.3,37.1,0.8420000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1474.3,37.0,0.841,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1499.3,37.1,0.8390000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1524.3,37.0,0.8370000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1549.3,37.1,0.835,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1574.3,37.0,0.8320000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1599.3,37.1,0.8290000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
1624.3,37.0,0.8290000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C06,M9_0.5%_glucose,100_ugmL_tetracycline,0_%wv_sucrose,O2,0.0,mCherry,20200730,1
24.3,37.0,0.042,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
49.3,37.1,0.046,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
74.3,37.1,0.05,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
99.3,37.0,0.054000000000000006,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
124.3,37.0,0.057999999999999996,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
149.3,37.0,0.063,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
174.3,37.0,0.063,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
199.3,37.1,0.064,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
224.3,37.1,0.061,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
249.3,37.1,0.059000000000000004,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
274.3,37.0,0.057,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
299.3,37.0,0.055,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
324.3,37.0,0.054000000000000006,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
349.3,37.1,0.054000000000000006,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
374.3,37.0,0.054000000000000006,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
399.3,37.1,0.055,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
424.3,37.0,0.055999999999999994,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
449.3,37.0,0.059000000000000004,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
474.3,37.0,0.061,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
499.3,37.1,0.064,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
524.3,37.0,0.067,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
549.3,37.0,0.071,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
574.3,37.0,0.075,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
599.3,37.0,0.08,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
624.3,37.0,0.085,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
649.3,37.0,0.091,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
674.3,37.1,0.098,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
699.3,37.0,0.105,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
724.3,37.0,0.113,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
749.3,37.0,0.121,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
774.3,37.0,0.13,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
799.3,37.0,0.138,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
824.3,37.1,0.147,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
849.3,37.0,0.155,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
874.3,36.9,0.162,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
899.3,37.0,0.168,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
924.3,37.0,0.17300000000000001,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
949.3,37.0,0.17800000000000002,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
974.3,37.0,0.183,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
999.3,37.0,0.187,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1024.3,37.1,0.191,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1049.3,37.0,0.19399999999999998,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1074.3,37.0,0.19699999999999998,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1099.3,37.0,0.2,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1124.3,37.0,0.203,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1149.3,37.1,0.205,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1174.3,37.0,0.20800000000000002,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1199.3,37.0,0.209,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1224.3,37.0,0.21100000000000002,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1249.3,37.1,0.214,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1274.3,37.0,0.215,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1299.3,37.1,0.218,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1324.3,37.1,0.221,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1349.3,37.1,0.225,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1374.3,37.0,0.23,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1399.3,37.0,0.23399999999999999,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1424.3,37.1,0.24,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1449.3,37.1,0.245,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1474.3,37.0,0.251,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1499.3,37.1,0.257,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1524.3,37.0,0.262,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1549.3,37.1,0.268,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1574.3,37.0,0.27399999999999997,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1599.3,37.1,0.278,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
1624.3,37.0,0.28300000000000003,O2_R0_ST_mCherry,10_uM_IPTG,C07,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
24.3,37.0,0.043,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
49.3,37.1,0.045,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
74.3,37.1,0.05,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
99.3,37.0,0.055,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
124.3,37.0,0.06,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
149.3,37.0,0.063,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
174.3,37.0,0.064,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
199.3,37.1,0.064,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
224.3,37.1,0.062,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
249.3,37.1,0.06,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
274.3,37.0,0.057999999999999996,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
299.3,37.0,0.055999999999999994,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
324.3,37.0,0.055,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
349.3,37.1,0.055,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
374.3,37.0,0.055,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
399.3,37.1,0.055999999999999994,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
424.3,37.0,0.057,O2_R0_ST_mCherry,10_uM_IPTG,C08,M9_0.5%_glucose,0_ugmL_tetracycline,4_%wv_sucrose,O2,0.0,mCherry,20200730,1
