time_min,temp_C,OD600,YFP,strain,well,media,neg_selection,operator,repressor,volume_marker,date,run_number
978.95,37.0,0.635,82.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
998.95,37.0,0.635,76.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1018.95,37.1,0.635,76.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1038.95,37.0,0.634,89.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1058.95,37.0,0.634,98.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1078.95,37.0,0.635,87.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1098.95,37.0,0.633,91.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1118.95,37.0,0.63,69.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1138.95,37.0,0.628,85.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1158.95,37.0,0.625,82.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1178.95,37.0,0.624,89.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1198.95,37.1,0.624,87.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1218.95,37.0,0.622,78.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1238.95,37.0,0.62,97.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1258.95,37.1,0.618,79.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1278.95,37.0,0.616,71.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1298.95,37.0,0.613,75.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1318.95,37.0,0.611,85.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1338.95,37.0,0.608,79.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1358.95,37.1,0.606,82.0,O1_R0_T_CFP,C05,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
18.95,37.1,0.10800000000000001,25.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
38.95,37.0,0.11199999999999999,26.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
58.95,37.1,0.11599999999999999,33.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
78.95,37.0,0.11900000000000001,27.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
98.95,37.0,0.124,29.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
118.95,37.0,0.128,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
138.95,37.1,0.132,31.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
158.95,37.0,0.136,35.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
178.95,37.0,0.139,34.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
198.95,37.0,0.142,35.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
218.95,37.1,0.14400000000000002,32.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
238.95,37.1,0.147,37.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
258.95,37.0,0.149,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
278.95,37.1,0.151,33.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
298.95,37.0,0.153,37.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
318.95,37.1,0.155,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
338.95,37.0,0.156,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
358.95,37.0,0.158,32.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
378.95,37.0,0.16,43.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
398.95,37.1,0.161,39.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
418.95,37.1,0.163,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
438.95,37.0,0.16899999999999998,34.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
458.95,37.1,0.166,38.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
478.95,37.0,0.16699999999999998,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
498.95,37.1,0.168,28.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
518.95,37.1,0.171,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
538.95,37.0,0.17,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
558.95,37.0,0.172,34.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
578.95,37.0,0.177,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
598.95,37.0,0.174,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
618.95,37.0,0.177,43.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
638.95,37.0,0.18,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
658.95,37.0,0.174,51.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
678.95,37.0,0.172,42.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
698.95,37.0,0.172,39.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
718.95,37.0,0.171,43.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
738.95,37.0,0.172,42.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
758.95,37.0,0.171,48.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
778.95,37.1,0.171,38.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
798.95,37.1,0.171,39.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
818.95,37.1,0.171,43.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
838.95,37.1,0.171,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
858.95,37.0,0.171,42.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
878.95,37.0,0.171,32.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
898.95,37.1,0.171,39.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
918.95,37.1,0.171,44.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
938.95,37.0,0.171,45.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
958.95,37.0,0.171,37.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
978.95,37.0,0.171,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
998.95,37.0,0.171,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1018.95,37.1,0.171,37.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1038.95,37.0,0.171,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1058.95,37.0,0.171,46.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1078.95,37.0,0.171,53.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1098.95,37.0,0.17,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1118.95,37.0,0.171,42.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1138.95,37.0,0.171,49.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1158.95,37.0,0.171,51.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1178.95,37.0,0.171,47.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1198.95,37.1,0.171,46.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1218.95,37.0,0.171,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1238.95,37.0,0.171,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1258.95,37.1,0.172,44.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1278.95,37.0,0.174,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1298.95,37.0,0.177,44.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1318.95,37.0,0.18100000000000002,47.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1338.95,37.0,0.18600000000000003,46.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
1358.95,37.1,0.18600000000000003,54.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
18.95,37.1,0.08199999999999999,29.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
38.95,37.0,0.087,33.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
58.95,37.1,0.094,30.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
78.95,37.0,0.10099999999999999,35.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
98.95,37.0,0.107,40.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
118.95,37.0,0.113,31.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
138.95,37.1,0.11900000000000001,32.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
158.95,37.0,0.124,36.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
178.95,37.0,0.13,34.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
198.95,37.0,0.13699999999999998,36.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
218.95,37.1,0.14300000000000002,34.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
238.95,37.1,0.152,30.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
258.95,37.0,0.162,35.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
278.95,37.1,0.172,32.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
298.95,37.0,0.184,30.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
318.95,37.1,0.196,38.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
338.95,37.0,0.21,38.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
358.95,37.0,0.225,35.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
378.95,37.0,0.24,38.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
398.95,37.1,0.259,44.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
418.95,37.1,0.281,46.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
438.95,37.0,0.306,45.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
458.95,37.1,0.327,37.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
478.95,37.0,0.35100000000000003,50.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
498.95,37.1,0.371,58.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
518.95,37.1,0.401,47.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
538.95,37.0,0.431,60.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
558.95,37.0,0.456,45.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
578.95,37.0,0.484,69.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
598.95,37.0,0.515,61.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
618.95,37.0,0.535,58.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
638.95,37.0,0.557,64.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
658.95,37.0,0.585,79.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
678.95,37.0,0.605,63.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
698.95,37.0,0.619,74.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
718.95,37.0,0.626,69.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
738.95,37.0,0.632,71.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
758.95,37.0,0.639,75.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
778.95,37.1,0.6409999999999999,78.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
798.95,37.1,0.644,69.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
818.95,37.1,0.645,79.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
838.95,37.1,0.647,77.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
858.95,37.0,0.647,91.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
878.95,37.0,0.647,75.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
898.95,37.1,0.6459999999999999,94.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
918.95,37.1,0.644,90.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
938.95,37.0,0.643,85.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
958.95,37.0,0.642,85.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
978.95,37.0,0.6409999999999999,76.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
998.95,37.0,0.64,86.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1018.95,37.1,0.64,78.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1038.95,37.0,0.636,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1058.95,37.0,0.632,86.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1078.95,37.0,0.63,86.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1098.95,37.0,0.627,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1118.95,37.0,0.625,83.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1138.95,37.0,0.624,72.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1158.95,37.0,0.622,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1178.95,37.0,0.621,74.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1198.95,37.1,0.619,76.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1218.95,37.0,0.616,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1238.95,37.0,0.614,82.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1258.95,37.1,0.612,84.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1278.95,37.0,0.61,83.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1298.95,37.0,0.608,73.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1318.95,37.0,0.606,79.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1338.95,37.0,0.605,82.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
1358.95,37.1,0.603,84.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1
18.95,37.1,0.106,28.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
38.95,37.0,0.109,21.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
58.95,37.1,0.114,27.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
78.95,37.0,0.11599999999999999,36.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
98.95,37.0,0.12,29.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
118.95,37.0,0.124,36.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
138.95,37.1,0.131,33.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
158.95,37.0,0.131,37.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
178.95,37.0,0.134,33.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
198.95,37.0,0.136,32.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
218.95,37.1,0.139,29.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
238.95,37.1,0.141,33.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
258.95,37.0,0.14300000000000002,33.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
278.95,37.1,0.145,33.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
298.95,37.0,0.147,31.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
318.95,37.1,0.14800000000000002,46.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
338.95,37.0,0.149,40.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
358.95,37.0,0.151,36.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
378.95,37.0,0.152,40.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
398.95,37.1,0.153,33.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
418.95,37.1,0.154,37.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
438.95,37.0,0.155,36.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
458.95,37.1,0.156,35.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
478.95,37.0,0.157,40.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
498.95,37.1,0.158,38.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
518.95,37.1,0.159,44.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
538.95,37.0,0.16,44.0,O1_R22_T_CFP,C08,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1
