time_min,temp_C,OD600,YFP,strain,well,media,neg_selection,pos_selection,operator,repressor,volume_marker,date,run_number
578.3,37.1,0.45399999999999996,35.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
598.3,37.1,0.489,33.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
618.3,37.1,0.52,44.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
638.3,37.0,0.545,38.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
658.3,37.1,0.565,49.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
678.3,37.1,0.586,41.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
698.3,37.1,0.605,46.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
718.3,37.1,0.623,48.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
738.3,37.0,0.637,50.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
758.3,37.0,0.653,50.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
778.3,37.0,0.662,49.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
798.3,37.1,0.674,53.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
818.3,37.0,0.6829999999999999,55.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
838.3,37.1,0.69,62.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
858.3,37.0,0.698,60.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
878.3,37.1,0.7020000000000001,58.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
898.3,37.1,0.706,58.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
918.3,37.1,0.711,63.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
938.3,37.0,0.713,66.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
958.3,37.0,0.718,67.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
978.3,37.0,0.722,64.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
998.3,37.1,0.721,55.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1018.3,37.1,0.718,62.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1038.3,37.0,0.716,54.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1058.3,37.0,0.713,63.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1078.3,37.0,0.71,65.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1098.3,37.1,0.708,65.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1118.3,37.0,0.7040000000000001,61.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1138.3,37.1,0.701,70.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1158.3,37.1,0.698,62.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1178.3,37.1,0.696,55.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1198.3,37.0,0.693,53.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1218.3,37.0,0.69,51.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1238.3,37.1,0.6890000000000001,50.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1258.3,37.0,0.6859999999999999,60.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1278.3,37.0,0.684,49.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1298.3,37.1,0.6809999999999999,58.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1318.3,37.0,0.679,50.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1338.3,37.0,0.677,56.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1358.3,37.0,0.674,53.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1378.3,37.0,0.672,56.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1398.3,37.0,0.67,56.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1418.3,37.0,0.6679999999999999,57.0,none_R0_none_mCherry,B06,M9_0.5%_glucose,100_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
18.3,37.1,0.039,35.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
38.3,37.1,0.039,30.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
58.3,37.0,0.039,38.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
78.3,37.1,0.04,36.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
98.3,37.1,0.042,30.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
118.3,37.0,0.043,26.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
138.3,37.0,0.045,23.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
158.3,37.0,0.048,28.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
178.3,37.0,0.051,30.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
198.3,37.0,0.055,35.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
218.3,37.0,0.059000000000000004,29.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
238.3,37.0,0.065,33.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
258.3,37.1,0.07,37.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
278.3,37.0,0.078,35.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
298.3,37.0,0.086,31.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
318.3,37.0,0.096,29.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
338.3,37.0,0.109,31.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
358.3,37.0,0.124,28.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
378.3,37.0,0.141,31.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
398.3,37.1,0.161,29.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
418.3,37.0,0.183,30.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
438.3,37.1,0.209,34.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
458.3,37.1,0.235,34.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
478.3,37.1,0.264,37.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
498.3,37.1,0.29100000000000004,36.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
518.3,37.0,0.336,37.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
538.3,37.1,0.34700000000000003,33.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
558.3,37.0,0.37799999999999995,35.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
578.3,37.1,0.41200000000000003,43.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
598.3,37.1,0.44299999999999995,38.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
618.3,37.1,0.475,39.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
638.3,37.0,0.517,57.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
658.3,37.1,0.522,46.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
678.3,37.1,0.542,48.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
698.3,37.1,0.5589999999999999,43.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
718.3,37.1,0.573,44.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
738.3,37.0,0.584,58.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
758.3,37.0,0.595,58.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
778.3,37.0,0.606,51.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
798.3,37.1,0.613,50.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
818.3,37.0,0.621,50.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
838.3,37.1,0.628,55.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
858.3,37.0,0.632,61.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
878.3,37.1,0.638,45.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
898.3,37.1,0.644,48.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
918.3,37.1,0.65,53.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
938.3,37.0,0.654,65.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
958.3,37.0,0.665,51.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
978.3,37.0,0.67,61.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
998.3,37.1,0.6709999999999999,53.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1018.3,37.1,0.667,59.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1038.3,37.0,0.662,66.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1058.3,37.0,0.6579999999999999,58.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1078.3,37.0,0.655,57.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1098.3,37.1,0.65,60.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1118.3,37.0,0.648,60.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1138.3,37.1,0.642,55.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1158.3,37.1,0.6409999999999999,60.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1178.3,37.1,0.638,61.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1198.3,37.0,0.635,52.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1218.3,37.0,0.633,56.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1238.3,37.1,0.632,56.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1258.3,37.0,0.628,55.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1278.3,37.0,0.627,49.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1298.3,37.1,0.625,53.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1318.3,37.0,0.623,46.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1338.3,37.0,0.622,58.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1358.3,37.0,0.621,56.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1378.3,37.0,0.62,49.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1398.3,37.0,0.618,48.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
1418.3,37.0,0.617,57.0,none_R0_none_mCherry,B07,M9_0.5%_glucose,200_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
18.3,37.1,0.040999999999999995,34.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
38.3,37.1,0.04,38.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
58.3,37.0,0.04,31.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
78.3,37.1,0.040999999999999995,36.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
98.3,37.1,0.042,32.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
118.3,37.0,0.043,36.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
138.3,37.0,0.045,31.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
158.3,37.0,0.048,30.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
178.3,37.0,0.051,24.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
198.3,37.0,0.054000000000000006,31.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
218.3,37.0,0.059000000000000004,29.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
238.3,37.0,0.064,28.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
258.3,37.1,0.07,30.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
278.3,37.0,0.077,26.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
298.3,37.0,0.085,29.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
318.3,37.0,0.096,34.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
338.3,37.0,0.10800000000000001,30.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
358.3,37.0,0.12300000000000001,31.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
378.3,37.0,0.14,35.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
398.3,37.1,0.161,37.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
418.3,37.0,0.184,40.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
438.3,37.1,0.21,36.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
458.3,37.1,0.23800000000000002,35.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
478.3,37.1,0.268,31.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
498.3,37.1,0.295,36.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
518.3,37.0,0.324,29.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
538.3,37.1,0.35200000000000004,37.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
558.3,37.0,0.38299999999999995,33.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
578.3,37.1,0.41200000000000003,29.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
598.3,37.1,0.44299999999999995,29.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
618.3,37.1,0.47200000000000003,42.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
638.3,37.0,0.5,43.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
658.3,37.1,0.521,40.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
678.3,37.1,0.54,48.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
698.3,37.1,0.557,55.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
718.3,37.1,0.5710000000000001,49.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
738.3,37.0,0.583,47.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
758.3,37.0,0.594,42.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
778.3,37.0,0.604,52.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
798.3,37.1,0.613,59.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
818.3,37.0,0.62,45.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
838.3,37.1,0.625,61.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
858.3,37.0,0.631,72.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
878.3,37.1,0.634,57.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
898.3,37.1,0.638,54.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
918.3,37.1,0.643,57.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
938.3,37.0,0.647,60.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
958.3,37.0,0.6609999999999999,64.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
978.3,37.0,0.664,57.0,none_R0_none_mCherry,B08,M9_0.5%_glucose,300_uM_disulfiram,0_ugmL_tetracycline,none,0.0,mCherry,20200616,1
